o1Error,o2Error,o3Error,o4Error,o5Error,o6Error,o7Error,o8Error,o9Error,o10Error,b1Error,b2Error,b3Error,b4Error,b5Error,b6Error,b7Error,b8Error,b9Error,b10Error
0,2.357552004618084,5.252665432450248,4.011227255423254,5.174925682500679,4.011227255423254,5.252665432450248,5.3264294871223035,5.3264294871223035,4.651051691178929,6.1318569606087925,4.651051691178929,5.174925682500679,4.592457037268081,2.6147098441152083,3.820178962415188,3.820178962415188,6.1318569606087925,5.7582232147267245,5.527477006060396,6.1318569606087925
1,5.174925682500679,2.6147098441152083,4.7073591320808825,5.527477006060396,2.357552004618084,2.357552004618084,3.9188632372745946,3.9188632372745946,4.960001932068081,4.257387842692652,5.2143191208007655,2.0443941193584534,6.090112419664289,5.7582232147267245,3.7142455176661224,3.4757334309663976,4.257387842692652,3.820178962415188,3.9188632372745946,2.8328900141647417
2,1.6438561897747246,5.005624549193878,4.467605550082998,2.8328900141647417,4.467605550082998,5.005624549193878,4.813781191217037,4.813781191217037,4.1799090900149345,5.430452551665532,0.16992500144231237,4.7615512324444795,3.9188632372745946,4.592457037268081,5.290018846932618,4.912889336229962,4.813781191217037,1.6438561897747246,4.7615512324444795,5.957102041562286
3,5.092757140919852,5.092757140919852,2.0443941193584534,2.6147098441152083,5.092757140919852,4.467605550082998,6.002815015607054,6.002815015607054,5.885696373339395,6.211888294546004,4.864186144654281,5.7582232147267245,4.257387842692652,0.16992500144231237,5.396604781181859,5.361943773735241,5.980139577639157,5.092757140919852,5.861086905995394,6.211888294546004
4,4.1799090900149345,2.8328900141647417,4.1799090900149345,4.467605550082998,4.813781191217037,4.098032082960526,5.252665432450248,5.252665432450248,3.0223678130284544,5.252665432450248,4.7615512324444795,3.0223678130284544,4.011227255423254,4.1799090900149345,1.0874628412503393,3.0223678130284544,4.531381460516312,4.1799090900149345,3.3398500028846247,5.049848549450561
5,3.189824558880017,2.6147098441152083,4.592457037268081,5.731319031025064,5.361943773735241,4.330916878114617,4.592457037268081,4.592457037268081,1.0874628412503393,4.592457037268081,5.174925682500679,3.4757334309663976,5.527477006060396,5.810571634741147,5.361943773735241,2.6147098441152083,4.592457037268081,3.820178962415188,3.4757334309663976,5.092757140919852
6,4.531381460516312,5.430452551665532,5.430452551665532,5.731319031025064,5.731319031025064,5.430452551665532,5.430452551665532,5.430452551665532,4.531381460516312,4.098032082960526,5.980139577639157,3.7142455176661224,5.049848549450561,5.430452551665532,5.731319031025064,5.731319031025064,4.098032082960526,1.6438561897747246,3.7142455176661224,4.098032082960526
